Year,City,Phase,Match ID,Team 1,Team 2,Team 1 Score,Team 2 Score,Winner,Date,Next Match ID
2012,Los Angeles,Quarterfinals,1,Taipei Assasins,NaJin Sword,2,0,Taipei Assasins,2012-10-05,2
2012,Los Angeles,Semifinals,2,Moscow5,Taipei Assasins,1,2,Taipei Assasins,2012-10-11,3
2012,Los Angeles,Finals,3,Taipei Assasins,Azubu Frost,3,1,Taipei Assasins,2012-10-14,""
